home,away,date,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level
Danubio,Club Sportivo Cerrito,2022-07-31,0.0,0.0,F,uruguay,Danubio (Uruguay),Club Sportivo Cerrito (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Torque FC,2022-07-31,1.0,2.0,F,uruguay,Cerro Largo FC (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,River Plate,2022-07-31,1.0,2.0,F,uruguay,Montevideo Wanderers (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Defensor Sporting,2022-08-01,1.0,3.0,F,uruguay,Liverpool (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,CA Fenix,2022-08-02,0.0,1.0,F,uruguay,CA Penarol (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Rentistas,2022-08-06,3.0,0.0,F,uruguay,Nacional (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Plaza Colonia,2022-08-06,2.0,0.0,F,uruguay,River Plate (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Montevideo Wanderers,2022-08-06,1.0,1.0,F,uruguay,Cerro Largo FC (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Sportivo Cerrito,Boston River,2022-08-07,0.0,3.0,F,uruguay,Club Sportivo Cerrito (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Torque FC,2022-08-07,1.0,0.0,F,uruguay,CA Fenix (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Deportivo Maldonado,2022-08-07,0.0,0.0,F,uruguay,Danubio (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,CA Penarol,2022-08-07,2.0,3.0,F,uruguay,Defensor Sporting (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Albion,Liverpool,2022-08-08,1.0,1.0,F,uruguay,Albion (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Club Sportivo Cerrito,2022-08-11,2.0,1.0,F,uruguay,Deportivo Maldonado (Uruguay),Club Sportivo Cerrito (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Fenix,2022-08-12,2.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,River Plate,2022-08-12,1.0,2.0,F,uruguay,Boston River (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Cerro Largo FC,2022-08-13,2.0,0.0,F,uruguay,Plaza Colonia (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Danubio,2022-08-13,0.0,1.0,F,uruguay,Rentistas (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Albion,2022-08-13,2.0,0.0,F,uruguay,CA Penarol (Uruguay),Albion (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Defensor Sporting,2022-08-14,0.0,2.0,F,uruguay,Torque FC (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Nacional,2022-08-14,0.0,1.0,F,uruguay,Liverpool (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Torque FC,2022-08-19,3.0,2.0,F,uruguay,Danubio (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Sportivo Cerrito,Cerro Largo FC,2022-08-20,0.0,0.0,F,uruguay,Club Sportivo Cerrito (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Liverpool,2022-08-20,0.0,2.0,F,uruguay,Rentistas (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,River Plate,2022-08-20,1.0,2.0,F,uruguay,CA Fenix (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Montevideo Wanderers,2022-08-20,2.0,0.0,F,uruguay,Nacional (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Boston River,2022-08-21,0.0,1.0,F,uruguay,Defensor Sporting (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Albion,Plaza Colonia,2022-08-22,1.0,0.0,F,uruguay,Albion (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,CA Penarol,2022-08-23,1.0,1.0,F,uruguay,Deportivo Maldonado (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,CA Fenix,2022-08-27,1.0,1.0,F,uruguay,Boston River (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Albion,2022-08-27,0.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),Albion (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Club Sportivo Cerrito,2022-08-27,3.0,0.0,F,uruguay,Rentistas (Uruguay),Club Sportivo Cerrito (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Nacional,2022-08-27,0.0,3.0,F,uruguay,Torque FC (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Deportivo Maldonado,2022-08-28,1.0,1.0,F,uruguay,Liverpool (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Defensor Sporting,2022-08-28,0.0,1.0,F,uruguay,Plaza Colonia (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Danubio,2022-08-28,1.0,1.0,F,uruguay,CA Penarol (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,River Plate,2022-08-29,0.0,5.0,F,uruguay,Cerro Largo FC (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Rentistas,2022-09-02,2.0,1.0,F,uruguay,Deportivo Maldonado (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Albion,Torque FC,2022-09-03,1.0,0.0,F,uruguay,Albion (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Liverpool,2022-09-03,1.0,1.0,F,uruguay,Danubio (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Montevideo Wanderers,2022-09-03,1.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,CA Penarol,2022-09-04,3.0,1.0,F,uruguay,Nacional (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Boston River,2022-09-04,1.0,1.0,F,uruguay,Cerro Largo FC (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Sportivo Cerrito,River Plate,2022-09-05,1.0,5.0,F,uruguay,Club Sportivo Cerrito (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Plaza Colonia,2022-09-05,0.0,1.0,F,uruguay,CA Fenix (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Club Sportivo Cerrito,2022-09-09,3.0,0.0,F,uruguay,Liverpool (Uruguay),Club Sportivo Cerrito (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Deportivo Maldonado,2022-09-09,3.0,3.0,F,uruguay,Torque FC (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Danubio,2022-09-10,0.0,3.0,F,uruguay,Montevideo Wanderers (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,Albion,2022-09-10,1.0,0.0,F,uruguay,Boston River (Uruguay),Albion (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Nacional,2022-09-10,1.0,3.0,F,uruguay,Plaza Colonia (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Defensor Sporting,2022-09-11,0.0,1.0,F,uruguay,River Plate (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,CA Fenix,2022-09-11,1.0,0.0,F,uruguay,Cerro Largo FC (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Rentistas,2022-09-11,2.0,2.0,F,uruguay,CA Penarol (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Plaza Colonia,2022-09-13,1.0,1.0,F,uruguay,Danubio (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Montevideo Wanderers,2022-09-13,1.0,0.0,F,uruguay,Deportivo Maldonado (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Torque FC,2022-09-14,3.0,0.0,F,uruguay,Rentistas (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Albion,River Plate,2022-09-14,0.0,2.0,F,uruguay,Albion (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Boston River,2022-09-15,1.0,0.0,F,uruguay,Nacional (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Sportivo Cerrito,CA Fenix,2022-09-15,0.0,2.0,F,uruguay,Club Sportivo Cerrito (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,CA Penarol,2022-09-15,0.0,1.0,F,uruguay,Liverpool (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Cerro Largo FC,2022-09-16,0.0,1.0,F,uruguay,Defensor Sporting (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Deportivo Maldonado,2022-09-17,0.0,1.0,F,uruguay,Plaza Colonia (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Nacional,2022-09-17,1.0,1.0,F,uruguay,River Plate (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Rentistas,2022-09-18,1.0,0.0,F,uruguay,Montevideo Wanderers (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Albion,2022-09-18,1.0,2.0,F,uruguay,Cerro Largo FC (Uruguay),Albion (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Club Sportivo Cerrito,2022-09-19,3.0,1.0,F,uruguay,CA Penarol (Uruguay),Club Sportivo Cerrito (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,Danubio,2022-09-19,0.0,1.0,F,uruguay,Boston River (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Liverpool,2022-09-20,0.0,2.0,F,uruguay,Torque FC (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Defensor Sporting,2022-09-20,0.0,0.0,F,uruguay,CA Fenix (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Boston River,2022-09-24,2.0,1.0,F,uruguay,Deportivo Maldonado (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Montevideo Wanderers,2022-09-24,1.0,1.0,F,uruguay,Liverpool (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,River Plate,2022-09-24,3.0,0.0,F,uruguay,Danubio (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Torque FC,2022-09-25,0.0,1.0,F,uruguay,CA Penarol (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,Plaza Colonia,2022-09-25,0.0,1.0,F,uruguay,Rentistas (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Cerro Largo FC,2022-09-25,1.0,1.0,F,uruguay,Nacional (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Sportivo Cerrito,Defensor Sporting,2022-09-26,1.0,2.0,F,uruguay,Club Sportivo Cerrito (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Albion,CA Fenix,2022-09-26,1.0,1.0,F,uruguay,Albion (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Danubio,2022-09-30,1.0,0.0,F,uruguay,Cerro Largo FC (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Liverpool,2022-10-01,1.0,3.0,F,uruguay,Plaza Colonia (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Club Sportivo Cerrito,2022-10-01,0.0,1.0,F,uruguay,Torque FC (Uruguay),Club Sportivo Cerrito (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Nacional,2022-10-01,1.0,1.0,F,uruguay,CA Fenix (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Albion,2022-10-02,2.0,0.0,F,uruguay,Defensor Sporting (Uruguay),Albion (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Deportivo Maldonado,2022-10-02,0.0,0.0,F,uruguay,River Plate (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,Rentistas,2022-10-02,3.0,0.0,F,uruguay,Boston River (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,CA Penarol,2022-10-03,0.0,2.0,F,uruguay,Montevideo Wanderers (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Cerro Largo FC,2022-10-07,0.0,1.0,F,uruguay,Deportivo Maldonado (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Sportivo Cerrito,Albion,2022-10-08,0.0,0.0,F,uruguay,Club Sportivo Cerrito (Uruguay),Albion (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,River Plate,2022-10-08,0.0,5.0,F,uruguay,Rentistas (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,CA Fenix,2022-10-08,1.0,1.0,F,uruguay,Danubio (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Defensor Sporting,2022-10-09,1.0,1.0,F,uruguay,Nacional (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Montevideo Wanderers,2022-10-09,1.0,0.0,F,uruguay,Torque FC (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Boston River,2022-10-09,3.0,2.0,F,uruguay,Liverpool (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Plaza Colonia,2022-10-10,0.0,1.0,F,uruguay,CA Penarol (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Deportivo Maldonado,2022-10-11,0.0,1.0,F,uruguay,CA Fenix (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Rentistas,2022-10-11,2.0,1.0,F,uruguay,Cerro Largo FC (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Torque FC,2022-10-12,0.0,2.0,F,uruguay,Plaza Colonia (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,CA Penarol,2022-10-13,2.0,1.0,F,uruguay,Boston River (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Danubio,2022-10-13,1.0,1.0,F,uruguay,Defensor Sporting (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Liverpool,2022-10-13,0.0,1.0,F,uruguay,River Plate (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Albion,Nacional,2022-10-14,0.0,1.0,F,uruguay,Albion (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Club Sportivo Cerrito,2022-10-14,2.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Club Sportivo Cerrito (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Rentistas,CA Fenix,2022-10-15,1.0,3.0,F,uruguay,Rentistas (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Defensor Sporting,2022-10-15,0.0,0.0,F,uruguay,Deportivo Maldonado (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Cerro Largo FC,2022-10-16,1.0,0.0,F,uruguay,Liverpool (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Albion,2022-10-16,3.0,0.0,F,uruguay,Danubio (Uruguay),Albion (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,River Plate,2022-10-16,1.0,1.0,F,uruguay,CA Penarol (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Boston River,2022-10-17,0.0,2.0,F,uruguay,Torque FC (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Plaza Colonia,2022-10-17,2.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Club Sportivo Cerrito,Nacional,2022-10-18,1.0,2.0,F,uruguay,Club Sportivo Cerrito (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Torque FC,2022-10-21,2.0,1.0,F,uruguay,River Plate (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,Rentistas,2022-10-22,2.0,3.0,F,uruguay,Defensor Sporting (Uruguay),Rentistas (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,CA Penarol,2022-10-23,0.0,2.0,F,uruguay,Cerro Largo FC (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Club Sportivo Cerrito,2022-10-23,1.0,3.0,F,uruguay,Plaza Colonia (Uruguay),Club Sportivo Cerrito (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Liverpool,2022-10-23,0.0,3.0,F,uruguay,CA Fenix (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Danubio,2022-10-24,2.0,0.0,F,uruguay,Nacional (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,Montevideo Wanderers,2022-10-24,2.0,2.0,F,uruguay,Boston River (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Albion,Deportivo Maldonado,2022-10-24,1.0,3.0,F,uruguay,Albion (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,Nacional,2022-10-30,1.0,4.0,E,uruguay,Liverpool (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Boston River,2023-02-04,0.0,2.0,F,uruguay,Racing Club (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,CA Cerro,2023-02-04,2.0,0.0,F,uruguay,CA Penarol (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,River Plate,2023-02-04,2.0,1.0,F,uruguay,Cerro Largo FC (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,Montevideo Wanderers,2023-02-05,1.0,3.0,F,uruguay,La Luz Football Club (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Danubio,2023-02-05,1.0,1.0,F,uruguay,Torque FC (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Liverpool,2023-02-06,2.0,1.0,F,uruguay,Nacional (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Deportivo Maldonado,2023-02-06,0.0,1.0,F,uruguay,Plaza Colonia (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,CA Fenix,2023-02-07,1.0,3.0,F,uruguay,Defensor Sporting (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Cerro Largo FC,2023-02-11,0.0,0.0,F,uruguay,Nacional (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Torque FC,2023-02-11,1.0,2.0,F,uruguay,CA Fenix (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,Plaza Colonia,2023-02-11,2.0,0.0,F,uruguay,River Plate (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Racing Club,2023-02-11,1.0,1.0,F,uruguay,Deportivo Maldonado (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Boston River,CA Cerro,2023-02-12,0.0,3.0,F,uruguay,Boston River (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Liverpool,2023-02-12,1.0,1.0,F,uruguay,Danubio (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Defensor Sporting,2023-02-13,1.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,CA Penarol,2023-02-14,3.0,4.0,F,uruguay,La Luz Football Club (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Cerro Largo FC,Danubio,2023-02-18,1.0,0.0,F,uruguay,Cerro Largo FC (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Deportivo Maldonado,2023-02-18,0.0,0.0,F,uruguay,CA Cerro (Uruguay),Deportivo Maldonado (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Plaza Colonia,Nacional,2023-02-18,2.0,1.0,F,uruguay,Plaza Colonia (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,River Plate,2023-02-19,0.0,0.0,F,uruguay,Racing Club (Uruguay),River Plate (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,La Luz Football Club,2023-02-19,1.0,0.0,F,uruguay,Defensor Sporting (Uruguay),La Luz Football Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Penarol,Boston River,2023-02-20,1.0,0.0,F,uruguay,CA Penarol (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Liverpool,CA Fenix,2023-02-20,3.0,1.0,F,uruguay,Liverpool (Uruguay),CA Fenix (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Montevideo Wanderers,2023-02-21,0.0,1.0,F,uruguay,Torque FC (Uruguay),Montevideo Wanderers (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
River Plate,CA Cerro,2023-02-25,3.0,2.0,F,uruguay,River Plate (Uruguay),CA Cerro (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Fenix,Cerro Largo FC,2023-02-25,0.0,0.0,F,uruguay,CA Fenix (Uruguay),Cerro Largo FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Defensor Sporting,CA Penarol,2023-02-26,2.0,2.0,F,uruguay,Defensor Sporting (Uruguay),CA Penarol (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Danubio,Plaza Colonia,2023-02-26,5.0,0.0,F,uruguay,Danubio (Uruguay),Plaza Colonia (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Deportivo Maldonado,Boston River,2023-02-26,3.0,2.0,F,uruguay,Deportivo Maldonado (Uruguay),Boston River (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Nacional,Racing Club,2023-02-27,3.0,1.0,F,uruguay,Nacional (Uruguay),Racing Club (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
La Luz Football Club,Torque FC,2023-02-27,1.0,1.0,F,uruguay,La Luz Football Club (Uruguay),Torque FC (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Montevideo Wanderers,Liverpool,2023-02-28,1.0,1.0,F,uruguay,Montevideo Wanderers (Uruguay),Liverpool (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Racing Club,Danubio,2023-03-04,1.0,1.0,F,uruguay,Racing Club (Uruguay),Danubio (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
Torque FC,Defensor Sporting,2023-03-04,0.0,3.0,F,uruguay,Torque FC (Uruguay),Defensor Sporting (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
CA Cerro,Nacional,2023-03-04,2.0,2.0,F,uruguay,CA Cerro (Uruguay),Nacional (Uruguay),uruguay,uruguay,UY,UY,South America,South America,South America,national
